Title,Description,Topic,Topic_isced,Size,Name,Discipline,Discipline_isced,Biography,Nationality,Gender,Position,Affiliation,Country_University,Prestige,Year,Location,Notes,
Intersections of CSS and CBR,"We are reviewing the existing literature to examine the intersections of community-engaged research and complex systems science research. Specifically, we are examining: (1) How is community-based research used in complex systems science? And (2) How is complex systems science used in community-based research?",,Social services,5,Winnie Poel,,Life sciences,"I am a PhD candidate in theoretical biology with a masters in physics and some research experience in social psychology. In my work, I use network models of (complex) social contagion to understand how schools of fish collectively process information. My special interest is in the evolution of the network structure and it's function in the spread of information.",,Female,Student,Humboldt Universität zu Berlin,Germany,Unlisted,2019,Santa Fe,Jackie,
Cultural fractals: Evidence for punctuated equilibria and other themes in a time series of online interaction,"We are examining a 83M row social media dataset to better understand evolving human community interaction over the course of sixteen years (2001 - 2017 and ongoing). The forum is an old-fashioned message board with a hierarchical structure. Its unique characteristic is that as the discussion evolves, discussion topic areas are divided into new ones by human moderators. These label the new areas, thus giving the subareas meaning and shaping the future of the community discussion frames. Contrary to many social datasets in current use, there is no visible network structure in this dataset, because participants mostly are not registered nor do they have a network of friends.",,Social and behavioural science,4,Winnie Poel,,Life sciences,"I am a PhD candidate in theoretical biology with a masters in physics and some research experience in social psychology. In my work, I use network models of (complex) social contagion to understand how schools of fish collectively process information. My special interest is in the evolution of the network structure and it's function in the spread of information.",,Female,Student,Humboldt Universität zu Berlin,Germany,Unlisted,2019,Santa Fe,Jackie,
Teamwork Makes the Dream Work: Analyzing Interdisciplinary Collaboration at CSSS,"How has the nature of collaboration at CSSS changed over time? Using project and participant data from the last 20 years of the program, we plan to explore how topics and group structures have changed over time. Have groups become more interdisciplinary? Is there a pattern to the types of projects that individuals from particular fields tend to work on?",,Social and behavioural science; Education,5,Dakota Murray,,Computing; Humanities,"I am a 3rd year doctoral student in the Computing, Culture, and Society track in the Department of Informatics at Indiana University Bloomington. Drawing on my technical background and theory from Science and Technology Studies, I investigate the ways in which social factors shape the scientific process, and how science goes on to shape culture and society.",United States,Male,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Weighted Expectations,"Applying Valence-Weighted Distance (VWD), a novel probability weighting function developed by Mikaela, to a dynamic asset pricing model to explain emergent aggregate behavior.

Probability functions are applied in the context of non-expected utility theories to explain deviations of individual decision makers from the predictions of expected utility theory. A plethora of research has found that people tend to overweight small probabilities and underweight larger probabilities -- however, the psychological bases of this tendency remain unclear.

Grounded in psychophysics, VWD builds on information theoretic principles and aims to provide a psychological explanation for the shape and parameter fits of existing probability weighting functions (Tversky & Kahneman, Prelec, LinLog). In addition, VWD introduces novel (empirically testable) predictions, is sensitive to choice context, and has less free parameters than existing probability weighting functions.",,Social and behavioural science; Mathematics and statistics,5,Mikaela Akrenius,Cognitive science,Social and behavioural science; Mathematics and statistics,"I am a fourth year PhD student in Cognitive Science at Indiana University Bloomington. My general interests lie in the intersection of intelligence, rationality, and cognitive process models of decision making. My current projects investigate the role of perceptual processes in likelihood inference and risk taking and the psychological roots of non-expected utility theories. In my free time, I compose small pieces for piano and keyboards and orchestrations for heavy metal bands.",Finland,Female,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Is entropy sexy?,"We are interested in studying bird species with complex courtship displays to understand how the predictability of a display is correlated with mating success. Individual birds may vary the sequence or types of moves in a display to attract a mate. However, it is not known whether males with more or less predictable dances fare better. A given performance may be unpredictable with respect to the preceeding steps in the sequence or to a canonical performance that forms the basis for most displays in that species. Using Shannon entropy, we will develop a measure of surprise (within a sequence) and novelty (relative to canonical sequence) in courtship displays and apply it to a dataset of annotated performances where the subsequent mating success of performers is known. By characterizing the role of unpredictability in courtship displays, we hope to shed light on the cognitive and aesthetic dimensions of mate choice.",,Life sciences,4,Kenzie Givens,,Life sciences,"Kenzie Givens is a first year PhD student in Evolution, Ecology and Behavior and Complex Networks and Systems. Originally from Los Angeles, CA, she received her B.A. in Biology from Reed College in 2017. Kenzie is currently working with Professor Matthew Hahn and Rafael Guerrero to model how the architecture of gene regulatory networks constrains the evolution of gene expression. Other interests include coevolution on dynamic and rugged fitness landscapes, higher-order epistasis and robustness-evolvability tradeoffs.",United States,Female,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Science Policy and Communication,"How is information transferred from scientists to policymakers to constituents? How much information is lost in translation from scientific papers to news articles and tweets? This group will explore the (potential) information loss along each transition, along with other policy-based issues that will emerge from the interaction between scientists and policymakers.",,Social and behavioural science; Mathematics and statistics,7,Dakota Murray,,Computing; Humanities,"I am a 3rd year doctoral student in the Computing, Culture, and Society track in the Department of Informatics at Indiana University Bloomington. Drawing on my technical background and theory from Science and Technology Studies, I investigate the ways in which social factors shape the scientific process, and how science goes on to shape culture and society.",United States,Male,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Lingua Technica,"Technology and language are related—words like ""delete"", ""reboot"", and ""reset"" only became prominent in our language with the introduction of computing. In other cases, language adopts metaphors of technology such as in phrases like ""I'm Dying"", ""I'm losing you"", and ""They act like a robot"". In this project we will analyze the uptake of such terms in English language text over the past decades. We hope to assess the extent and speed to which technical metaphors are adopted in a variety of mediums. We We will begin with words relating to computing and extent to other technologies such as cars, medicine, and more.",,Humanities,7,Dakota Murray,,Computing; Humanities,"I am a 3rd year doctoral student in the Computing, Culture, and Society track in the Department of Informatics at Indiana University Bloomington. Drawing on my technical background and theory from Science and Technology Studies, I investigate the ways in which social factors shape the scientific process, and how science goes on to shape culture and society.",United States,Male,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
The Perfect Door: Design & Science,"Push or Pull? A perennial question in the design world, tackled by a combination of design research and complex system methodologies.",,Arts; Architecture and building,3,Kenzie Givens,,Life sciences,"Kenzie Givens is a first year PhD student in Evolution, Ecology and Behavior and Complex Networks and Systems. Originally from Los Angeles, CA, she received her B.A. in Biology from Reed College in 2017. Kenzie is currently working with Professor Matthew Hahn and Rafael Guerrero to model how the architecture of gene regulatory networks constrains the evolution of gene expression. Other interests include coevolution on dynamic and rugged fitness landscapes, higher-order epistasis and robustness-evolvability tradeoffs.",United States,Female,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Concave Utility as Efficient Encoding,"Analogously, it is well established within economics and psychology that the utility of money (or any other commodity) is concave -- i.e. that decision makers perceive the difference between e.g. $1 and $2 as greater than the difference between $101 and $102. The concavity of utility has been previously explained e.g. with outcome sampling and comparison in the choice environment (Stewart, 2009), the dissociation between large monetary outcomes and outcomes experienced in everyday life, and the notion of the human mind/brain as an efficient transduction system (e.g. Arkes, 1991; Summerfield & Tsetsos, 2015). As far as Mikaela knows, the latter notion has not yet been formally explored outside an experimental context, i.e. through simulating distributions of economic transactions in the actual environment in which decision makers tested in psychological or economic studies make their purchases.

Provisional idea:
Get distributions of economic transactions in different societies
Simulate a decision maker that encodes monetary value optimally given the prevalence of transactions in that society
Compare shapes of resulting utility functions to existing empirical data (observed utility functions)",,Social and behavioural science; Mathematics and statistics,3,Mikaela Akrenius,Cognitive science,Social and behavioural science; Mathematics and statistics,"I am a fourth year PhD student in Cognitive Science at Indiana University Bloomington. My general interests lie in the intersection of intelligence, rationality, and cognitive process models of decision making. My current projects investigate the role of perceptual processes in likelihood inference and risk taking and the psychological roots of non-expected utility theories. In my free time, I compose small pieces for piano and keyboards and orchestrations for heavy metal bands.",Finland,Female,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Chaotic Brain,"Some of us are looking at chaos in the brain and how state-transitions in EEG waves may relate to learning/uncertainty-reduction/entropy. This refers to what Liz mentioned on day 1, where EEG waves of a healthy brain displayed a qualitative change in dynamics (bifurcation) when a parameter was changed, i.e., from *chaotic to more periodic*, under the influence of specific drugs. We also learned that the rabbit brain, when remembering a familiar smell as opposed to an unfamiliar smell, displayed a switch from chaotic to periodic attractor. We are asking the question of what other events may trigger a qualitative change in dynamics from chaotic to periodic, e.g., meditation, sleep or flow experiences, and what they have in common? The first step is to scan the literature.

Secondly, could it be that the above bifurcations in the brain correspond to human learning and reducing uncertainty in the sense of information theory, i.e., where a state of higher unfamiliarity and novelty corresponds to more chaotic states and familiarity to more periodic states?",,Social and behavioural science; Physical science,7,Mikaela Akrenius,Cognitive science,Social and behavioural science; Mathematics and statistics,"I am a fourth year PhD student in Cognitive Science at Indiana University Bloomington. My general interests lie in the intersection of intelligence, rationality, and cognitive process models of decision making. My current projects investigate the role of perceptual processes in likelihood inference and risk taking and the psychological roots of non-expected utility theories. In my free time, I compose small pieces for piano and keyboards and orchestrations for heavy metal bands.",Finland,Female,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Modelling the spatial diffusion of human language,"The diversification of human languages is a bit like speciation in biology: using comparative and cladistic methods, linguists can group languages into language families and further subgroup them into ""phylogenetic"" trees or networks. At the same time, we know where these languages are spoken today. The question, then: putting these two sources of data together, can we model the diffusion of languages over physical space and work backwards from the present day to infer the most likely homelands of the corresponding protolanguages? Can the predictions of such a model be made to align what we otherwise know about human migrations in the past? And most importantly (I think), from a complex systems perspective: what facets of the processes of linguistic diffusion and diversification are universal (i.e. not due to accidental historical events)? We could start with a simple random-walk model and take it from there.",,Humanities; Mathematics and statistics,5,Kenzie Givens,,Life sciences,"Kenzie Givens is a first year PhD student in Evolution, Ecology and Behavior and Complex Networks and Systems. Originally from Los Angeles, CA, she received her B.A. in Biology from Reed College in 2017. Kenzie is currently working with Professor Matthew Hahn and Rafael Guerrero to model how the architecture of gene regulatory networks constrains the evolution of gene expression. Other interests include coevolution on dynamic and rugged fitness landscapes, higher-order epistasis and robustness-evolvability tradeoffs.",United States,Female,Student,Indiana University Bloomington,United States,101-150,2019,Santa Fe,Jackie,
Game Warping,"What if players can transform a noncooperative game to a cooperative positive-sum game? This is possible in certain digital economic systems (such as those on a blockchain) because all contracts are strictly enforceable. These type of ""game-warping"" transformations are interesting because given any economic model with pre-defined rules, the agents are able to develop unforeseeable cooperation strategies, form coalitions, and expand the scope of potential actions over time. Effectively, players are collectively able to overturn the system dynamics. The economy evolves because the economic rules effectively change w/ time (anyone play Baba Is You?). ""Game warping"" is defined as using transparent, triggerable, unstoppable punishments to move game-theoretic equilibria. We can extend this to multiple players and model the system using a graph/network, to explore what different cooperation strategies emerge. I trust that studying these systems at a macro-level, using simulations or networks will bring greatest degree of insight and set this research apart. David Wolpert's (SFI) work on ""game mining"" is also relevant.",,"Social and behavioural science, Mathematics and statistics",2,Aabir Abubaker Kar,,Engineering and engineering trades,"A mechanical engineer, physicist, complex systems scientist, wannabe social scientist, and coder. Studied in India at BITS Pilani, with research experience at NECSI, MA and TIFR Bangalore. Interested in the ubiquity of patterns in social, economic, and behavioral observations. Enjoys debate, poetry, soccer, and making music.",India,Male,Researcher,International Centre for Theoretical Sciences,India,Not University,2019,Santa Fe,Jackie,
Computational Synesthesia,"What data comprises the meaning of a word? Extant approaches to automated text analysis assume that the meaning of words can be inferred by examining co-occurrence relations (the bag-of-words approach) and formal semantic relationships among words (the linguistics approach). However, a large body of work illustrates that meaning is multimodal; i.e. words gain their meaning through their use in embodied multimodal contexts as labels that refer to “sensory images” – a property of meaning long known to artists, as in the use of visual imagery to inspire linguistically-mediated interpretations in the domain of painting, or in the use of words to evoke mental representations of sensory images in the domain of poetry. Here we propose a method for automated textual analysis that clusters words not based on text-to-text relations, but rather, in text-to-image relations, based on the structure of the sensory images associated with words. Specifically, we develop an automated approach for using large-scale search data from Google to retrieve a continuous set of images associated with search terms, and we provide information-theoretic measures for clustering search terms based on similarities in the color profile (such as ‘palette’) of . We explore how this clustering method can reveal novel dimensions of meaning previously unavailable through purely text-based methods of automated text analysis, for example, by finding unexpected similarities among search terms based on their color profile, or by providing novel measures for how abstract a word is based on the diversity of images associated with its use as a search term.",,Computing; Social and behavioural science,6,Aabir Abubaker Kar,,Engineering and engineering trades,"A mechanical engineer, physicist, complex systems scientist, wannabe social scientist, and coder. Studied in India at BITS Pilani, with research experience at NECSI, MA and TIFR Bangalore. Interested in the ubiquity of patterns in social, economic, and behavioral observations. Enjoys debate, poetry, soccer, and making music.",India,Male,Researcher,International Centre for Theoretical Sciences,India,Not University,2019,Santa Fe,Jackie,
Computational Synesthesia,"What data comprises the meaning of a word? Extant approaches to automated text analysis assume that the meaning of words can be inferred by examining co-occurrence relations (the bag-of-words approach) and formal semantic relationships among words (the linguistics approach). However, a large body of work illustrates that meaning is multimodal; i.e. words gain their meaning through their use in embodied multimodal contexts as labels that refer to “sensory images” – a property of meaning long known to artists, as in the use of visual imagery to inspire linguistically-mediated interpretations in the domain of painting, or in the use of words to evoke mental representations of sensory images in the domain of poetry. Here we propose a method for automated textual analysis that clusters words not based on text-to-text relations, but rather, in text-to-image relations, based on the structure of the sensory images associated with words. Specifically, we develop an automated approach for using large-scale search data from Google to retrieve a continuous set of images associated with search terms, and we provide information-theoretic measures for clustering search terms based on similarities in the color profile (such as ‘palette’) of . We explore how this clustering method can reveal novel dimensions of meaning previously unavailable through purely text-based methods of automated text analysis, for example, by finding unexpected similarities among search terms based on their color profile, or by providing novel measures for how abstract a word is based on the diversity of images associated with its use as a search term.",,Computing; Social and behavioural science,6,Ruggiero Lo Sardo,,Health,Ruggiero is working on his PhD in the EU Horizon 2020 SmartResilience. In this framework he is investigating the health-care system with supervision by Peter Klimek.,,Male,Student,Medical University of Vienna,Austria,201-300,2019,Santa Fe,Jackie,
How does resource availability and usage affect cooperation?,This project aims at exploring the possible relationship between resource availability as a gradient from low to high and see how that affects cooperation in both social and biological sciences.,,Social and behavioural science; Life science,8,Ruggiero Lo Sardo,,Health,Ruggiero is working on his PhD in the EU Horizon 2020 SmartResilience. In this framework he is investigating the health-care system with supervision by Peter Klimek.,,Male,Student,Medical University of Vienna,Austria,201-300,2019,Santa Fe,Jackie,
HebbWeb,Can opinion dynamics be explained by processes such as Hebbian learning?,,Social and behavioural science,5,Pavel Chvykov,,Physical sciences,"I'm finishing my PhD in physics, during which I was working with Jeremy England at MIT looking for principles that drive out-of-equilibrium systems towards emergent ordering, with a view towards understanding origins of life. Next, I am keen to apply the insights we learned to other complex systems found in nature and society. I am also very excited about deeper philosophical underpinnings and implications of this work, and insights we can draw from and for our everyday experience.",,Male,Student,MIT,United States,Top 50,2019,Santa Fe,Jackie,
Teamwork Makes the Dream Work: Analyzing Interdisciplinary Collaboration at CSSS,"How has the nature of collaboration at CSSS changed over time? Using project and participant data from the last 20 years of the program, we plan to explore how topics and group structures have changed over time. Have groups become more interdisciplinary? Is there a pattern to the types of projects that individuals from particular fields tend to work on?",,Social and behavioural science; Education,5,Kyle Furlong,,Social and behavioural science; Mathematics and statistics,"I am a data scientist in the MITRE Corporation’s Model-Based Analytics Department. Prior to coming to MITRE, I obtained my MSPPM–Data Analytics from Carnegie Mellon University’s Heinz College and my BA in Mathematics and Music from Gettysburg College. Professionally, I love developing interactive web visualizations to tackle challenging, ill-defined problems. When not working, I enjoy trail running, arranging songs for choirs, and travelling.",United States,Male,Government,MITRE Corporation,United States,Not University,2019,Santa Fe,Jackie,
Exploring climate belief dynamics in social networks,"The landscape of political thought is constantly changing, and whenever a new idea or policy enters the public discourse people must form an opinion about it based upon their existing belief system and the opinions of others in their social network. Sometimes the public reaches a majority consensus about a given issue. Other times no consensus is formed, and the population is split into relatively stable ideological factions instead.

Our goal is to answer some/all of these questions:

When are people susceptible to adopting new ideas based upon their existing belief system?
How much easier is it for central nodes to spread ideas than nodes that are not connected to many others?
When does a minority belief become a majority consensus opinion, and when does a population split into opposing factions?
How does this model apply to real-world political opinion dynamics, possibly including polling data on same-sex marriage and climate change?",,Social and behavioural science; Environmental protection,6,Kyle Furlong,,Social and behavioural science; Mathematics and statistics,"I am a data scientist in the MITRE Corporation’s Model-Based Analytics Department. Prior to coming to MITRE, I obtained my MSPPM–Data Analytics from Carnegie Mellon University’s Heinz College and my BA in Mathematics and Music from Gettysburg College. Professionally, I love developing interactive web visualizations to tackle challenging, ill-defined problems. When not working, I enjoy trail running, arranging songs for choirs, and travelling.",United States,Male,Government,MITRE Corporation,United States,Not University,2019,Santa Fe,Jackie,
Science Policy and Communication,"How is information transferred from scientists to policymakers to constituents? How much information is lost in translation from scientific papers to news articles and tweets? This group will explore the (potential) information loss along each transition, along with other policy-based issues that will emerge from the interaction between scientists and policymakers.",,Social and behavioural science; Mathematics and statistics,7,Kyle Furlong,,Social and behavioural science; Mathematics and statistics,"I am a data scientist in the MITRE Corporation’s Model-Based Analytics Department. Prior to coming to MITRE, I obtained my MSPPM–Data Analytics from Carnegie Mellon University’s Heinz College and my BA in Mathematics and Music from Gettysburg College. Professionally, I love developing interactive web visualizations to tackle challenging, ill-defined problems. When not working, I enjoy trail running, arranging songs for choirs, and travelling.",United States,Male,Government,MITRE Corporation,United States,Not University,2019,Santa Fe,Jackie,
Resilence and presilience in protein network structure,"What happens when one introduces a novel piece of information to a semi structured system? Is the information purged, incorporated, or persist neutrally. There is a neat study of how networks seemingly become more redundant over time, specifically, the data describes protein interaction network across ~1800 species. Idea is to re-create this data and play around with it, ideally to check how the structure of the network may influence whether or not a new protein can be incorporated.

Why proteins? Mutations are the source of evolutionary novelty. Without evolutionary novelty, an organism will struggle to adapt to an alternating environment. Simultaneously, mutations are perceived to mostly be deleterious, causing negative fitness effects. Effectively, we are facing an evolutionary balance act between maintaining current functionality (selection against deleterious mutations), but also incorporating novelty (mutations, diversity) in order to stay opt in a constantly alternating environment. So, how can a systems incorporate novel information, without breaking the current functionality? You can think of proteins as a network of friends, and friends who introduce you to new friends. The practical nature of proteins, is that they have limited personality, thus they are easier to model. At least so we imagine.",,Life sciences,8,Doug Reckamp,,Engineering and engineering trades,Assistant Professor of National Security Studies at the National War College in Washington D.C. Naval Officer and former Commanding Officer of USS TOLEDO (SSN 769) Nuclear Powered Fast Attack Submarine. B.S. degree in Mech Eng from US Naval Academy 1990. M.S. degree in Mech Eng from UT Austin 1992. M.S. degree in National Security Studies from National War College 2012.,,Male,Professor,National Defense University,United States,Unlisted,2019,Santa Fe,Jackie,
Lingua Technica,"Technology and language are related—words like ""delete"", ""reboot"", and ""reset"" only became prominent in our language with the introduction of computing. In other cases, language adopts metaphors of technology such as in phrases like ""I'm Dying"", ""I'm losing you"", and ""They act like a robot"". In this project we will analyze the uptake of such terms in English language text over the past decades. We hope to assess the extent and speed to which technical metaphors are adopted in a variety of mediums. We We will begin with words relating to computing and extent to other technologies such as cars, medicine, and more.",,Humanities,7,Doug Reckamp,,Engineering and engineering trades,Assistant Professor of National Security Studies at the National War College in Washington D.C. Naval Officer and former Commanding Officer of USS TOLEDO (SSN 769) Nuclear Powered Fast Attack Submarine. B.S. degree in Mech Eng from US Naval Academy 1990. M.S. degree in Mech Eng from UT Austin 1992. M.S. degree in National Security Studies from National War College 2012.,,Male,Professor,National Defense University,United States,Unlisted,2019,Santa Fe,Jackie,
Models and Metaphors,"This project is a discussion group on how we as scientists use different modes of interpretation to draw inferences/conclusions in our research. Basically, in our work, we always use a continuum of frameworks of interpretation, ranging from very general metaphors for system dynamics and changes, to very formal mathematical models describing a very specific process or state. Some of the things we would like to explore further include how these modes of interpretation can be connected, and how we could translate general metaphors into specific models, as well as how using specific modes impact the way we construct knowledge and interpretation.",,Education,3,Doug Reckamp,,Engineering and engineering trades,Assistant Professor of National Security Studies at the National War College in Washington D.C. Naval Officer and former Commanding Officer of USS TOLEDO (SSN 769) Nuclear Powered Fast Attack Submarine. B.S. degree in Mech Eng from US Naval Academy 1990. M.S. degree in Mech Eng from UT Austin 1992. M.S. degree in National Security Studies from National War College 2012.,,Male,Professor,National Defense University,United States,Unlisted,2019,Santa Fe,Jackie,
Scaling of water resources in US cities,"With allometric scaling and resource constraints, we will try to model urban density based on fresh water availability. Our findings will have implications for sustainable development. This project patterns off of Kempes, C. P., West, G. B., Crowell, K., & Girvan, M. (2011). Predicting maximum tree heights and other traits from allometric scaling and resource limitations. PLoS One, 6(6), e20551.

This research demonstrates how cities grow in response to available natural resources. We propose a scalar law based on resource constraints to predict urban growth. Our research has policy implications for considering future sustainable urban growth in the context of fresh water scarcity. By using water use, urban population, total irrigated agricultural land, and available precipitation in watersheds, we are able to develop a scalar relationship to predict total water usage for total, nonelectric water use.",,Architecture and building;Mathematics and statistics,4,Jessica Brumley,,Environmental protection,"I am a National Research Council postdoctoral fellow doing research on green stormwater infrastructure impacts on groundwater in Oklahoma. My PhD is in Environmental Science from the University of Oklahoma (“Application of Ecosystem Energetic Indicators for the Valuation of Ecosystem Services”) and a B.S. in Biology (“Adaptive Radiation in Experimental Microcosms”) from the University of Houston. Primary research interests have included ecological engineering, system dynamics, and ecosystem thermodynamics. I start as an Assistant Professor in Environmental Science at East Central University (Ada, OK) this fall.",,Female,Postdoc,National Research Council,United States,Not University,2019,Santa Fe,Jackie,
Teamwork Makes the Dream Work: Analyzing Interdisciplinary Collaboration at CSSS,"How has the nature of collaboration at CSSS changed over time? Using project and participant data from the last 20 years of the program, we plan to explore how topics and group structures have changed over time. Have groups become more interdisciplinary? Is there a pattern to the types of projects that individuals from particular fields tend to work on?",,Social and behavioural science; Education,5,Emily Coco,Archaeology,Humanities,"I am a doctoral student in the Department of Anthropology at New York University. My current research focuses on understanding recycling in archaeological contexts, particularly the scavenging of stone tools, through the use of agent-based models. Additionally, the fieldwork component of my research is focused on Paleolithic Central Asia, with my most recent excursions taking me to Kazakhstan.",United States,Female,Student,New York University,United States,Top 50,2019,Santa Fe,Jackie,
Artificial fossilization of animal interaction networks,"There has been a rapid increase in the number of papers applying network analysis to ancient communities, inferred from the fossil record. However, many of these studies don't account for the fact that the fossil record is incomplete. For example, most soft-bodied organisms don't preserve well. We hope to ground-truth investigations of past processes by analyzing how information loss affects the structure of modern interaction networks (co-occurrence, food webs, etc) and the inferences we make from them.",,Physical sciences,6,Emily Coco,Archaeology,Humanities,"I am a doctoral student in the Department of Anthropology at New York University. My current research focuses on understanding recycling in archaeological contexts, particularly the scavenging of stone tools, through the use of agent-based models. Additionally, the fieldwork component of my research is focused on Paleolithic Central Asia, with my most recent excursions taking me to Kazakhstan.",United States,Female,Student,New York University,United States,Top 50,2019,Santa Fe,Jackie,
Codename Leaf Hunters,"Previous work has identified quantitative measurements of leaves such as persistent homology, machine learning (e.g. CNNs), and fractal dimensionality as a method to predict the phylogenetic origin of leaves (a classification task of whether the leaf belongs to the species or not). Although interesting, we find this work isn’t useful for building theoretical models of plants within their environments. It is an interesting question whether environmental complexity (however that is measured!) might have relationships to leaf complexity (however that is measured!). This analysis could be useful for developing knew understandings into how and why complexity emerges in plant evolution.",,Life sciences,3,Emily Coco,Archaeology,Humanities,"I am a doctoral student in the Department of Anthropology at New York University. My current research focuses on understanding recycling in archaeological contexts, particularly the scavenging of stone tools, through the use of agent-based models. Additionally, the fieldwork component of my research is focused on Paleolithic Central Asia, with my most recent excursions taking me to Kazakhstan.",United States,Female,Student,New York University,United States,Top 50,2019,Santa Fe,Jackie,
Too Much Information and Segregation,"Every entity has a limited capacity to process information. So, when there is too much information, entities need to exclude information that does not benefit them. What happens when there are increases in the amount of information available, such as when technology allows a place-based society to transition to a more connected one? Individuals will have more options, and will also need to be more selective about the information they receive. Does this lead to increased segregation and/or specialization in a social system and/or biological system? We are approaching these questions using a network model, where nodes update their filters based on a utility function.",,Social and behavioural science; Mathematics and statistics,5,Brennan Klein,,Mathematics and statistics,"Brennan is a 4th-year PhD student in Network Science. He studies how complex systems are able to represent, predict, and intervene on their surroundings across a number of different scales—all in ways that minimize the surprisal experienced in the future. He is currently working on a dissertation examining the teleology of networks, or why there appears to be an apparent purpose or goal-directedness to the dynamics and structure of networks.",United States,Male,Student,Northeastern University,United States,201-300,2019,Santa Fe,Jackie,
Resilence and presilience in protein network structure,"What happens when one introduces a novel piece of information to a semi structured system? Is the information purged, incorporated, or persist neutrally. There is a neat study of how networks seemingly become more redundant over time, specifically, the data describes protein interaction network across ~1800 species. Idea is to re-create this data and play around with it, ideally to check how the structure of the network may influence whether or not a new protein can be incorporated.

Why proteins? Mutations are the source of evolutionary novelty. Without evolutionary novelty, an organism will struggle to adapt to an alternating environment. Simultaneously, mutations are perceived to mostly be deleterious, causing negative fitness effects. Effectively, we are facing an evolutionary balance act between maintaining current functionality (selection against deleterious mutations), but also incorporating novelty (mutations, diversity) in order to stay opt in a constantly alternating environment. So, how can a systems incorporate novel information, without breaking the current functionality? You can think of proteins as a network of friends, and friends who introduce you to new friends. The practical nature of proteins, is that they have limited personality, thus they are easier to model. At least so we imagine.",,Life sciences,8,Brennan Klein,,Mathematics and statistics,"Brennan is a 4th-year PhD student in Network Science. He studies how complex systems are able to represent, predict, and intervene on their surroundings across a number of different scales—all in ways that minimize the surprisal experienced in the future. He is currently working on a dissertation examining the teleology of networks, or why there appears to be an apparent purpose or goal-directedness to the dynamics and structure of networks.",United States,Male,Student,Northeastern University,United States,201-300,2019,Santa Fe,Jackie,
Network Control with Graph Signal Processing,"Once one discovers how the structure effects the function of a network, a possible next consideration is controllability of the network. For control to be possible, one must have a reliable map of the interactions occurring between nodes, a formulation of the dynamical equations governing the behavior of each node, and the capability to effect change in the behavior and state of some collection of the nodes. We will examine the roles that network topology and dynamical equations play in the context of network controllability. Our particular interest is in how noise induced on the network topology or dynamics will influence controllability. A few examples of systems relevant to this line of inquiry could include regulatory processes in cells or economies and the operation of power grids.",,Computing,4,Brennan Klein,,Mathematics and statistics,"Brennan is a 4th-year PhD student in Network Science. He studies how complex systems are able to represent, predict, and intervene on their surroundings across a number of different scales—all in ways that minimize the surprisal experienced in the future. He is currently working on a dissertation examining the teleology of networks, or why there appears to be an apparent purpose or goal-directedness to the dynamics and structure of networks.",United States,Male,Student,Northeastern University,United States,201-300,2019,Santa Fe,Jackie,
River networks,"Rivers are the arteries of our planet. They cycle nutrients, fluids, and materials over the Earth system, shaping and maintaining a habitable environment that supports life. The phenomenal branching structures of river systems make them ideal objects for network science studies, yet limited communications have been made between the two fields. In this project, geologist Gen, teaming up with network Guru Brennan and Alec (not a network guru), work to unravel the mystery behind the rivers. Aiming at a fundamental understanding of the dynamic nature of rivers, they will tackle the river system from a network science angle, seeking order in the complexity of real-world landscapes.",,Physical sciences,4,Brennan Klein,,Mathematics and statistics,"Brennan is a 4th-year PhD student in Network Science. He studies how complex systems are able to represent, predict, and intervene on their surroundings across a number of different scales—all in ways that minimize the surprisal experienced in the future. He is currently working on a dissertation examining the teleology of networks, or why there appears to be an apparent purpose or goal-directedness to the dynamics and structure of networks.",United States,Male,Student,Northeastern University,United States,201-300,2019,Santa Fe,Jackie,
Explaining mass extinction driven dwarfing (lilliput effect) with metabolic scaling theory,After every mass extinction event there is a reduction in the body size of animals before recovery. How can we explain this from first principles?,,Life sciences; Physical sciences,4,Yuka Suzuki,,Life sciences,"Hi I'm Yuka. I'm Ecologist and I'm using theoretical and computational approach. I'm very interested in complex systems in general, especially spatial structure in ecology and analysing those networks.",Japan,Female,Student,Okinawa Institute of Science and Technology,Japan,Unlisted,2019,Santa Fe,Jackie,
Topological diversity in networks,"We are studying both the relationship between generative mechanisms and emergent topology of network ensembles and the diversity of topological properties within subsamples of networks. The aim is to probe for a new conceptual landscape for understanding complexity in network topologies. We hypothesise that network topologies derived from social and biological systems are characterised by an inability to infer the topology of one part of the network given knowledge of other parts, as opposed to random and ordered systems in which such inference is far easier.",,Computing,5,Yuka Suzuki,,Life sciences,"Hi I'm Yuka. I'm Ecologist and I'm using theoretical and computational approach. I'm very interested in complex systems in general, especially spatial structure in ecology and analysing those networks.",Japan,Female,Student,Okinawa Institute of Science and Technology,Japan,Unlisted,2019,Santa Fe,Jackie,
